"id","name","cuisine","cuisine_w","ingradient","restriction","operating_hours","lat","lng","avg_current_rating","current_review_count","avg_all_rating","total_review_count"
136,Dish 9-6,Thai,1.1,"[""Rice"", ""Basil""]","[]","7AM-7PM",10.842622,106.740172,0,0,0,0
137,Dish 9-7,Indian,1.3,"[""Cheese"", ""Tomato""]","[]","7AM-7PM",10.842622,106.740172,0,0,0,0
138,Dish 9-8,Vietnamese,1.1,"[""Beef"", ""Chili Pepper""]","[]","7AM-7PM",10.842622,106.740172,0,0,0,0
139,Dish 9-9,French,1.0,"[""Tomato"", ""Cheese""]","[]","7AM-7PM",10.842622,106.740172,0,0,0,0
140,Dish 9-10,Chinese,0.95,"[""Tomato"", ""Cheese""]","[]","7AM-7PM",10.842622,106.740172,0,0,0,0
142,Dish 10-2,American,1.0,"[""Chicken"", ""Garlic""]","[]","5PM-11PM",10.852622,106.750172,0,0,0,0
145,Dish 10-5,Japanese,0.9,"[""Tomato"", ""Rice""]","[]","5PM-11PM",10.852622,106.750172,0,0,0,0
146,Dish 10-6,Indian,1.3,"[""Beef"", ""Rice""]","[]","5PM-11PM",10.852622,106.750172,0,0,0,0
147,Dish 10-7,Japanese,0.9,"[""Beef"", ""Chili Pepper""]","[]","5PM-11PM",10.852622,106.750172,0,0,0,0
150,Dish 10-10,Chinese,0.95,"[""Cheese"", ""Tomato""]","[]","5PM-11PM",10.852622,106.750172,0,0,0,0
152,Dish 11-2,Vietnamese,1.1,"[""Garlic"", ""Basil""]","[]","11AM-1AM",10.862622,106.760172,0,0,0,0
153,Dish 11-3,American,1.0,"[""Beef"", ""Rice""]","[]","11AM-1AM",10.862622,106.760172,0,0,0,0
154,Dish 11-4,American,1.0,"[""Chicken"", ""Garlic""]","[]","11AM-1AM",10.862622,106.760172,0,0,0,0
156,Dish 11-6,Chinese,0.95,"[""Rice"", ""Basil""]","[]","11AM-1AM",10.862622,106.760172,0,0,0,0
158,Dish 11-8,Chinese,0.95,"[""Chicken"", ""Basil""]","[]","11AM-1AM",10.862622,106.760172,0,0,0,0
159,Dish 11-9,Indian,1.3,"[""Cheese"", ""Tomato""]","[]","11AM-1AM",10.862622,106.760172,0,0,0,0
161,Dish 12-1,Japanese,0.9,"[""Chili Pepper"", ""Garlic""]","[]","6AM-10PM",10.872622,106.770172,0,0,0,0
163,Dish 12-3,Chinese,0.95,"[""Chicken"", ""Basil""]","[]","6AM-10PM",10.872622,106.770172,0,0,0,0
165,Dish 12-5,Indian,1.3,"[""Chicken"", ""Garlic""]","[]","6AM-10PM",10.872622,106.770172,0,0,0,0
166,Dish 12-6,Mexican,1.2,"[""Tomato"", ""Cheese""]","[]","6AM-10PM",10.872622,106.770172,0,0,0,0
169,Dish 12-9,Italian,1.0,"[""Chicken"", ""Garlic""]","[]","6AM-10PM",10.872622,106.770172,0,0,0,0
170,Dish 12-10,American,1.0,"[""Chili Pepper"", ""Garlic""]","[]","6AM-10PM",10.872622,106.770172,0,0,0,0
171,Dish 13-1,Japanese,0.9,"[""Chili Pepper"", ""Garlic""]","[]","9AM-9PM",10.882622,106.780172,0,0,0,0
172,Dish 13-2,Italian,1.0,"[""Beef"", ""Chili Pepper""]","[]","9AM-9PM",10.882622,106.780172,0,0,0,0
173,Dish 13-3,Vietnamese,1.1,"[""Cheese"", ""Tomato""]","[]","9AM-9PM",10.882622,106.780172,0,0,0,0
174,Dish 13-4,Chinese,0.95,"[""Chicken"", ""Basil""]","[]","9AM-9PM",10.882622,106.780172,0,0,0,0
175,Dish 13-5,Indian,1.3,"[""Beef"", ""Rice""]","[]","9AM-9PM",10.882622,106.780172,0,0,0,0
176,Dish 13-6,Vietnamese,1.1,"[""Rice"", ""Basil""]","[]","9AM-9PM",10.882622,106.780172,0,0,0,0
177,Dish 13-7,Vietnamese,1.1,"[""Chicken"", ""Garlic""]","[]","9AM-9PM",10.882622,106.780172,0,0,0,0
178,Dish 13-8,French,1.0,"[""Chili Pepper"", ""Garlic""]","[]","9AM-9PM",10.882622,106.780172,0,0,0,0
179,Dish 13-9,American,1.0,"[""Tomato"", ""Cheese""]","[]","9AM-9PM",10.882622,106.780172,0,0,0,0
181,Dish 14-1,Thai,1.1,"[""Tomato"", ""Rice""]","[]","10AM-10PM",10.892622,106.790172,0,0,0,0
182,Dish 14-2,Korean,1.05,"[""Tomato"", ""Rice""]","[]","10AM-10PM",10.892622,106.790172,0,0,0,0
183,Dish 14-3,Mexican,1.2,"[""Beef"", ""Chili Pepper""]","[]","10AM-10PM",10.892622,106.790172,0,0,0,0
185,Dish 14-5,Thai,1.1,"[""Chicken"", ""Garlic""]","[]","10AM-10PM",10.892622,106.790172,0,0,0,0
186,Dish 14-6,Korean,1.05,"[""Garlic"", ""Basil""]","[]","10AM-10PM",10.892622,106.790172,0,0,3.0000000000000000,1
187,Dish 14-7,Korean,1.05,"[""Chicken"", ""Basil""]","[]","10AM-10PM",10.892622,106.790172,0,0,0,0
188,Dish 14-8,Japanese,0.9,"[""Beef"", ""Chili Pepper""]","[]","10AM-10PM",10.892622,106.790172,0,0,0,0
191,Dish 15-1,Japanese,0.9,"[""Chicken"", ""Garlic""]","[]","11AM-11PM",10.902622,106.800172,0,0,0,0
193,Dish 15-3,Mexican,1.2,"[""Chicken"", ""Basil""]","[]","11AM-11PM",10.902622,106.800172,0,0,0,0
196,Dish 15-6,Thai,1.1,"[""Rice"", ""Basil""]","[]","11AM-11PM",10.902622,106.800172,0,0,0,0
197,Dish 15-7,American,1.0,"[""Chicken"", ""Basil""]","[]","11AM-11PM",10.902622,106.800172,0,0,0,0
201,Dish 16-1,Mexican,1.2,"[""Tomato"", ""Rice""]","[]","12PM-10PM",10.912622,106.810172,0,0,0,0
202,Dish 16-2,Indian,1.3,"[""Chicken"", ""Basil""]","[]","12PM-10PM",10.912622,106.810172,0,0,0,0
205,Dish 16-5,Vietnamese,1.1,"[""Beef"", ""Chili Pepper""]","[]","12PM-10PM",10.912622,106.810172,0,0,0,0
207,Dish 16-7,Italian,1.0,"[""Beef"", ""Rice""]","[]","12PM-10PM",10.912622,106.810172,0,0,0,0
208,Dish 16-8,Chinese,0.95,"[""Beef"", ""Rice""]","[]","12PM-10PM",10.912622,106.810172,0,0,0,0
209,Dish 16-9,French,1.0,"[""Chicken"", ""Garlic""]","[]","12PM-10PM",10.912622,106.810172,0,0,0,0
211,Dish 17-1,Thai,1.1,"[""Tomato"", ""Rice""]","[]","7AM-9PM",10.922622,106.820172,0,0,0,0
212,Dish 17-2,Mexican,1.2,"[""Beef"", ""Rice""]","[]","7AM-9PM",10.922622,106.820172,0,0,0,0
213,Dish 17-3,Italian,1.0,"[""Garlic"", ""Basil""]","[]","7AM-9PM",10.922622,106.820172,0,0,0,0
214,Dish 17-4,American,1.0,"[""Chili Pepper"", ""Garlic""]","[]","7AM-9PM",10.922622,106.820172,0,0,0,0
215,Dish 17-5,Korean,1.05,"[""Rice"", ""Basil""]","[]","7AM-9PM",10.922622,106.820172,0,0,0,0
217,Dish 17-7,American,1.0,"[""Beef"", ""Chili Pepper""]","[]","7AM-9PM",10.922622,106.820172,0,0,0,0
218,Dish 17-8,Italian,1.0,"[""Chicken"", ""Basil""]","[]","7AM-9PM",10.922622,106.820172,0,0,0,0
219,Dish 17-9,Japanese,0.9,"[""Chicken"", ""Basil""]","[]","7AM-9PM",10.922622,106.820172,0,0,0,0
220,Dish 17-10,American,1.0,"[""Beef"", ""Chili Pepper""]","[]","7AM-9PM",10.922622,106.820172,0,0,0,0
221,Dish 18-1,Thai,1.1,"[""Beef"", ""Rice""]","[]","8AM-8PM",10.932622,106.830172,0,0,0,0
222,Dish 18-2,Thai,1.1,"[""Chicken"", ""Basil""]","[]","8AM-8PM",10.932622,106.830172,0,0,0,0
223,Dish 18-3,Chinese,0.95,"[""Beef"", ""Rice""]","[]","8AM-8PM",10.932622,106.830172,0,0,0,0
224,Dish 18-4,Japanese,0.9,"[""Garlic"", ""Basil""]","[]","8AM-8PM",10.932622,106.830172,0,0,0,0
225,Dish 18-5,Korean,1.05,"[""Chicken"", ""Garlic""]","[]","8AM-8PM",10.932622,106.830172,0,0,0,0
226,Dish 18-6,Japanese,0.9,"[""Chicken"", ""Basil""]","[]","8AM-8PM",10.932622,106.830172,0,0,0,0
227,Dish 18-7,Vietnamese,1.1,"[""Chicken"", ""Garlic""]","[]","8AM-8PM",10.932622,106.830172,0,0,0,0
229,Dish 18-9,French,1.0,"[""Chicken"", ""Garlic""]","[]","8AM-8PM",10.932622,106.830172,0,0,0,0
230,Dish 18-10,Korean,1.05,"[""Tomato"", ""Rice""]","[]","8AM-8PM",10.932622,106.830172,0,0,0,0
231,Dish 19-1,Mexican,1.2,"[""Rice"", ""Basil""]","[]","6AM-2PM",10.942622,106.840172,0,0,0,0
232,Dish 19-2,Indian,1.3,"[""Garlic"", ""Basil""]","[]","6AM-2PM",10.942622,106.840172,0,0,0,0
233,Dish 19-3,French,1.0,"[""Beef"", ""Rice""]","[]","6AM-2PM",10.942622,106.840172,0,0,0,0
234,Dish 19-4,French,1.0,"[""Chicken"", ""Garlic""]","[]","6AM-2PM",10.942622,106.840172,0,0,0,0
235,Dish 19-5,French,1.0,"[""Chili Pepper"", ""Garlic""]","[]","6AM-2PM",10.942622,106.840172,0,0,0,0
236,Dish 19-6,Italian,1.0,"[""Chicken"", ""Basil""]","[]","6AM-2PM",10.942622,106.840172,0,0,0,0
237,Dish 19-7,Vietnamese,1.1,"[""Tomato"", ""Rice""]","[]","6AM-2PM",10.942622,106.840172,0,0,0,0
238,Dish 19-8,Vietnamese,1.1,"[""Rice"", ""Basil""]","[]","6AM-2PM",10.942622,106.840172,0,0,0,0
239,Dish 19-9,Chinese,0.95,"[""Rice"", ""Basil""]","[]","6AM-2PM",10.942622,106.840172,0,0,0,0
241,Dish 20-1,Italian,1.0,"[""Chicken"", ""Garlic""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
242,Dish 20-2,French,1.0,"[""Rice"", ""Basil""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
243,Dish 20-3,Indian,1.3,"[""Chicken"", ""Garlic""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
244,Dish 20-4,Mexican,1.2,"[""Chicken"", ""Garlic""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
245,Dish 20-5,Thai,1.1,"[""Cheese"", ""Tomato""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
246,Dish 20-6,Japanese,0.9,"[""Garlic"", ""Basil""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
247,Dish 20-7,Indian,1.3,"[""Chili Pepper"", ""Garlic""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
248,Dish 20-8,Indian,1.3,"[""Beef"", ""Chili Pepper""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
249,Dish 20-9,Korean,1.05,"[""Tomato"", ""Cheese""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
250,Dish 20-10,American,1.0,"[""Chicken"", ""Basil""]","[]","11AM-11PM",10.952622,106.850172,0,0,0,0
52,Dish 1-2,American,1.0,"[""Garlic"", ""Basil""]","[]","9AM-10PM",10.762622,106.660172,0,0,0,0
53,Dish 1-3,Indian,1.3,"[""Garlic"", ""Basil""]","[]","9AM-10PM",10.762622,106.660172,0,0,0,0
54,Dish 1-4,Vietnamese,1.1,"[""Chicken"", ""Basil""]","[]","9AM-10PM",10.762622,106.660172,0,0,0,0
55,Dish 1-5,Indian,1.3,"[""Tomato"", ""Rice""]","[]","9AM-10PM",10.762622,106.660172,0,0,0,0
56,Dish 1-6,Vietnamese,1.1,"[""Beef"", ""Chili Pepper""]","[]","9AM-10PM",10.762622,106.660172,0,0,0,0
58,Dish 1-8,American,1.0,"[""Beef"", ""Rice""]","[]","9AM-10PM",10.762622,106.660172,0,0,0,0
60,Dish 1-10,Indian,1.3,"[""Tomato"", ""Rice""]","[]","9AM-10PM",10.762622,106.660172,0,0,0,0
61,Dish 2-1,Vietnamese,1.1,"[""Tomato"", ""Cheese""]","[]","10AM-9PM",10.772622,106.670172,0,0,0,0
62,Dish 2-2,Mexican,1.2,"[""Cheese"", ""Tomato""]","[]","10AM-9PM",10.772622,106.670172,0,0,0,0
63,Dish 2-3,Indian,1.3,"[""Chicken"", ""Basil""]","[]","10AM-9PM",10.772622,106.670172,0,0,0,0
64,Dish 2-4,Italian,1.0,"[""Beef"", ""Chili Pepper""]","[]","10AM-9PM",10.772622,106.670172,0,0,0,0
65,Dish 2-5,Mexican,1.2,"[""Beef"", ""Rice""]","[]","10AM-9PM",10.772622,106.670172,0,0,0,0
67,Dish 2-7,Japanese,0.9,"[""Beef"", ""Rice""]","[]","10AM-9PM",10.772622,106.670172,0,0,0,0
68,Dish 2-8,Mexican,1.2,"[""Beef"", ""Rice""]","[]","10AM-9PM",10.772622,106.670172,0,0,0,0
69,Dish 2-9,French,1.0,"[""Beef"", ""Chili Pepper""]","[]","10AM-9PM",10.772622,106.670172,0,0,0,0
70,Dish 2-10,American,1.0,"[""Rice"", ""Basil""]","[]","10AM-9PM",10.772622,106.670172,0,0,0,0
71,Dish 3-1,Japanese,0.9,"[""Beef"", ""Chili Pepper""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
72,Dish 3-2,Mexican,1.2,"[""Beef"", ""Rice""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
73,Dish 3-3,Japanese,0.9,"[""Tomato"", ""Cheese""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
74,Dish 3-4,Vietnamese,1.1,"[""Beef"", ""Chili Pepper""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
75,Dish 3-5,Japanese,0.9,"[""Cheese"", ""Tomato""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
76,Dish 3-6,Thai,1.1,"[""Rice"", ""Basil""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
77,Dish 3-7,Korean,1.05,"[""Tomato"", ""Cheese""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
78,Dish 3-8,Italian,1.0,"[""Tomato"", ""Cheese""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
79,Dish 3-9,Thai,1.1,"[""Chicken"", ""Basil""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
80,Dish 3-10,Thai,1.1,"[""Garlic"", ""Basil""]","[]","8AM-11PM",10.782622,106.680172,0,0,0,0
81,Dish 4-1,Indian,1.3,"[""Garlic"", ""Basil""]","[]","10AM-8PM",10.792622,106.690172,0,0,0,0
83,Dish 4-3,Mexican,1.2,"[""Chicken"", ""Garlic""]","[]","10AM-8PM",10.792622,106.690172,0,0,0,0
84,Dish 4-4,Thai,1.1,"[""Chicken"", ""Garlic""]","[]","10AM-8PM",10.792622,106.690172,0,0,0,0
85,Dish 4-5,Italian,1.0,"[""Chili Pepper"", ""Garlic""]","[]","10AM-8PM",10.792622,106.690172,0,0,0,0
87,Dish 4-7,Indian,1.3,"[""Beef"", ""Chili Pepper""]","[]","10AM-8PM",10.792622,106.690172,0,0,0,0
88,Dish 4-8,Chinese,0.95,"[""Chicken"", ""Basil""]","[]","10AM-8PM",10.792622,106.690172,0,0,0,0
90,Dish 4-10,Chinese,0.95,"[""Chicken"", ""Garlic""]","[]","10AM-8PM",10.792622,106.690172,0,0,0,0
92,Dish 5-2,Italian,1.0,"[""Chicken"", ""Basil""]","[]","11AM-10PM",10.802622,106.700172,0,0,0,0
93,Dish 5-3,Thai,1.1,"[""Tomato"", ""Cheese""]","[]","11AM-10PM",10.802622,106.700172,0,0,0,0
94,Dish 5-4,Indian,1.3,"[""Chicken"", ""Basil""]","[]","11AM-10PM",10.802622,106.700172,0,0,0,0
96,Dish 5-6,Vietnamese,1.1,"[""Beef"", ""Chili Pepper""]","[]","11AM-10PM",10.802622,106.700172,0,0,0,0
97,Dish 5-7,Mexican,1.2,"[""Cheese"", ""Tomato""]","[]","11AM-10PM",10.802622,106.700172,0,0,0,0
98,Dish 5-8,Japanese,0.9,"[""Tomato"", ""Rice""]","[]","11AM-10PM",10.802622,106.700172,0,0,0,0
100,Dish 5-10,Indian,1.3,"[""Cheese"", ""Tomato""]","[]","11AM-10PM",10.802622,106.700172,0,0,0,0
101,Dish 6-1,Thai,1.1,"[""Tomato"", ""Rice""]","[]","9AM-11PM",10.812622,106.710172,0,0,0,0
102,Dish 6-2,French,1.0,"[""Chili Pepper"", ""Garlic""]","[]","9AM-11PM",10.812622,106.710172,0,0,0,0
103,Dish 6-3,Indian,1.3,"[""Chicken"", ""Basil""]","[]","9AM-11PM",10.812622,106.710172,0,0,0,0
104,Dish 6-4,Italian,1.0,"[""Beef"", ""Rice""]","[]","9AM-11PM",10.812622,106.710172,0,0,0,0
106,Dish 6-6,Korean,1.05,"[""Garlic"", ""Basil""]","[]","9AM-11PM",10.812622,106.710172,0,0,0,0
107,Dish 6-7,Vietnamese,1.1,"[""Garlic"", ""Basil""]","[]","9AM-11PM",10.812622,106.710172,0,0,0,0
108,Dish 6-8,Korean,1.05,"[""Tomato"", ""Cheese""]","[]","9AM-11PM",10.812622,106.710172,0,0,0,0
109,Dish 6-9,Indian,1.3,"[""Cheese"", ""Tomato""]","[]","9AM-11PM",10.812622,106.710172,0,0,0,0
111,Dish 7-1,Korean,1.05,"[""Chili Pepper"", ""Garlic""]","[]","12PM-12AM",10.822622,106.720172,0,0,0,0
